action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,15096878,[],CHEMBL3388612,Inhibition of cIAP1 BIR2-3 (unknown origin) assessed as inhibition of polarization activity using N-His-Tb-cBir2-3(154-352) by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(CCc3ccc(C(=O)N[C@H]4C[C@@H](C(=O)N[C@@H]5CCCc6ccccc65)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C4)cc3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,,,CHEMBL3351229,Bioorg Med Chem Lett,2014,"{'bei': '6.96', 'le': None, 'lle': None, 'sei': None}",CHEMBL3339217,,CHEMBL3339217,7.60,0,http://www.openphacts.org/units/Nanomolar,2247559,=,1,1,=,,IC50,nM,,25.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,25.0
,,15096879,[],CHEMBL3388612,Inhibition of cIAP1 BIR2-3 (unknown origin) assessed as inhibition of polarization activity using N-His-Tb-cBir2-3(154-352) by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(C(=O)Nc3nc4cc(C(=O)N[C@H]5C[C@@H](C(=O)N[C@@H]6CCCc7ccccc76)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C5)ccc4s3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,,,CHEMBL3351229,Bioorg Med Chem Lett,2014,"{'bei': '6.83', 'le': None, 'lle': None, 'sei': None}",CHEMBL3339218,,CHEMBL3339218,7.96,0,http://www.openphacts.org/units/Nanomolar,2247560,=,1,1,=,,IC50,nM,,11.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,11.0
,,15096880,[],CHEMBL3388612,Inhibition of cIAP1 BIR2-3 (unknown origin) assessed as inhibition of polarization activity using N-His-Tb-cBir2-3(154-352) by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(C(=O)Nc3ncc(C(=O)N[C@H]4C[C@@H](C(=O)N[C@@H]5CCCc6ccccc65)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C4)o3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,,,CHEMBL3351229,Bioorg Med Chem Lett,2014,"{'bei': '7.92', 'le': None, 'lle': None, 'sei': None}",CHEMBL3339219,,CHEMBL3339219,8.70,0,http://www.openphacts.org/units/Nanomolar,2247561,=,1,1,=,,IC50,nM,,2.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,2.0
,,15096881,[],CHEMBL3388612,Inhibition of cIAP1 BIR2-3 (unknown origin) assessed as inhibition of polarization activity using N-His-Tb-cBir2-3(154-352) by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H](NC(=O)c2ccc(CN(C(=O)[C@@H]3Cc4ccccc4CN3C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)[C@H]3CCCc4ccccc43)cc2)C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,,,CHEMBL3351229,Bioorg Med Chem Lett,2014,"{'bei': '7.05', 'le': None, 'lle': None, 'sei': None}",CHEMBL3339220,,CHEMBL3339220,7.60,0,http://www.openphacts.org/units/Nanomolar,2247562,=,1,1,=,,IC50,nM,,25.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,25.0
,,15096882,[],CHEMBL3388612,Inhibition of cIAP1 BIR2-3 (unknown origin) assessed as inhibition of polarization activity using N-His-Tb-cBir2-3(154-352) by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H](NC(=O)c2ccc(CN(C(=O)[C@@H]3Cc4ccccc4CN3C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)[C@H](C)c3ccccc3F)cc2)C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,,,CHEMBL3351229,Bioorg Med Chem Lett,2014,"{'bei': '7.62', 'le': None, 'lle': None, 'sei': None}",CHEMBL3339221,,CHEMBL3339221,8.15,0,http://www.openphacts.org/units/Nanomolar,2247563,=,1,1,=,,IC50,nM,,7.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,7.0
,,15096883,[],CHEMBL3388612,Inhibition of cIAP1 BIR2-3 (unknown origin) assessed as inhibition of polarization activity using N-His-Tb-cBir2-3(154-352) by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H](NC(=O)c2ccc(CN(C(=O)[C@@H]3Cc4ccccc4CN3C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)[C@@H](COC)c3ccccc3)cc2)C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,,,CHEMBL3351229,Bioorg Med Chem Lett,2014,"{'bei': '7.67', 'le': None, 'lle': None, 'sei': None}",CHEMBL3339223,,CHEMBL3339223,8.30,0,http://www.openphacts.org/units/Nanomolar,2247565,=,1,1,=,,IC50,nM,,5.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,5.0
,,15096884,[],CHEMBL3388612,Inhibition of cIAP1 BIR2-3 (unknown origin) assessed as inhibition of polarization activity using N-His-Tb-cBir2-3(154-352) by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H](NC(=O)c2ccc(CN(C(=O)[C@@H]3Cc4ccccc4CN3C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)[C@H](COC)c3ccccc3)cc2)C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,,,CHEMBL3351229,Bioorg Med Chem Lett,2014,"{'bei': '7.48', 'le': None, 'lle': None, 'sei': None}",CHEMBL3339224,,CHEMBL3339224,8.10,0,http://www.openphacts.org/units/Nanomolar,2247566,=,1,1,=,,IC50,nM,,8.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,8.0
,,15204157,[],CHEMBL3411458,Binding affinity to human N-terminal His-tagged cIAP1 BIR2-3 C202A/C213G mutant after 60 mins by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(NC(=O)C3(C(=O)N[C@H]4C[C@@H](C(=O)N[C@@H]5CCCc6ccccc65)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C4)CCC3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,,,CHEMBL3407443,J Med Chem,2015,"{'bei': '7.74', 'le': None, 'lle': None, 'sei': None}",CHEMBL3410871,,CHEMBL3410871,8.40,0,http://www.openphacts.org/units/Nanomolar,2289780,=,1,1,=,,IC50,nM,,4.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,4.0
,,15204158,[],CHEMBL3411458,Binding affinity to human N-terminal His-tagged cIAP1 BIR2-3 C202A/C213G mutant after 60 mins by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(NC(=O)C(=O)N[C@H]3C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,,,CHEMBL3407443,J Med Chem,2015,"{'bei': '8.07', 'le': None, 'lle': None, 'sei': None}",CHEMBL3410872,,CHEMBL3410872,8.32,0,http://www.openphacts.org/units/Nanomolar,2289781,=,1,1,=,,IC50,nM,,4.8,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,4.8
,,15204159,[],CHEMBL3411458,Binding affinity to human N-terminal His-tagged cIAP1 BIR2-3 C202A/C213G mutant after 60 mins by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(NCC(=O)N[C@H]3C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,,,CHEMBL3407443,J Med Chem,2015,"{'bei': '8.19', 'le': None, 'lle': None, 'sei': None}",CHEMBL3410873,,CHEMBL3410873,8.33,0,http://www.openphacts.org/units/Nanomolar,2289782,=,1,1,=,,IC50,nM,,4.7,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,4.7
,,15204160,[],CHEMBL3411458,Binding affinity to human N-terminal His-tagged cIAP1 BIR2-3 C202A/C213G mutant after 60 mins by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(NC(=O)N[C@H]3C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,,,CHEMBL3407443,J Med Chem,2015,"{'bei': '8.22', 'le': None, 'lle': None, 'sei': None}",CHEMBL3410874,,CHEMBL3410874,8.25,0,http://www.openphacts.org/units/Nanomolar,2289783,=,1,1,=,,IC50,nM,,5.6,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,5.6
,,15204161,[],CHEMBL3411458,Binding affinity to human N-terminal His-tagged cIAP1 BIR2-3 C202A/C213G mutant after 60 mins by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc1c(-c2[nH]c3cc(F)ccc3c2C[C@@H]2C[C@H](O)CN2C(=O)[C@H](CC)NC(=O)[C@H](C)NC)[nH]c2cc(F)ccc12,,,CHEMBL3407443,J Med Chem,2015,"{'bei': '9.05', 'le': '0.17', 'lle': '4.69', 'sei': '3.75'}",CHEMBL3039522,BIRINAPANT,CHEMBL3039522,7.30,0,http://www.openphacts.org/units/Nanomolar,2289677,=,1,1,=,,IC50,nM,,50.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,50.0
,,15205101,[],CHEMBL3411458,Binding affinity to human N-terminal His-tagged cIAP1 BIR2-3 C202A/C213G mutant after 60 mins by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(NC(=O)[C@H]3C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,,,CHEMBL3407443,J Med Chem,2015,"{'bei': '8.64', 'le': '0.16', 'lle': '3.78', 'sei': '4.06'}",CHEMBL3410875,,CHEMBL3410875,8.54,0,http://www.openphacts.org/units/Nanomolar,2289784,=,1,1,=,,IC50,nM,,2.9,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,2.9
,,15205102,[],CHEMBL3411458,Binding affinity to human N-terminal His-tagged cIAP1 BIR2-3 C202A/C213G mutant after 60 mins by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(C(=O)N[C@H]3C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,,,CHEMBL3407443,J Med Chem,2015,"{'bei': '8.45', 'le': '0.16', 'lle': '4.05', 'sei': '3.97'}",CHEMBL3410876,,CHEMBL3410876,8.35,0,http://www.openphacts.org/units/Nanomolar,2289785,=,1,1,=,,IC50,nM,,4.5,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,4.5
,,15205103,[],CHEMBL3411458,Binding affinity to human N-terminal His-tagged cIAP1 BIR2-3 C202A/C213G mutant after 60 mins by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(N[C@H]3C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,,,CHEMBL3407443,J Med Chem,2015,"{'bei': '8.82', 'le': '0.17', 'lle': '3.48', 'sei': '4.39'}",CHEMBL3410877,,CHEMBL3410877,8.47,0,http://www.openphacts.org/units/Nanomolar,2289786,=,1,1,=,,IC50,nM,,3.4,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,3.4
,,15205104,[],CHEMBL3411458,Binding affinity to human N-terminal His-tagged cIAP1 BIR2-3 C202A/C213G mutant after 60 mins by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(O[C@H]3C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,,,CHEMBL3407443,J Med Chem,2015,"{'bei': '8.78', 'le': '0.16', 'lle': '3.49', 'sei': '4.44'}",CHEMBL3410878,,CHEMBL3410878,8.44,0,http://www.openphacts.org/units/Nanomolar,2289787,=,1,1,=,,IC50,nM,,3.6,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,3.6
,,15205105,[],CHEMBL3411458,Binding affinity to human N-terminal His-tagged cIAP1 BIR2-3 C202A/C213G mutant after 60 mins by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc([C@H]3C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,,,CHEMBL3407443,J Med Chem,2015,"{'bei': '8.79', 'le': '0.16', 'lle': '3.02', 'sei': '4.59'}",CHEMBL3410879,,CHEMBL3410879,8.31,0,http://www.openphacts.org/units/Nanomolar,2289788,=,1,1,=,,IC50,nM,,4.9,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,4.9
,,15205106,[],CHEMBL3411458,Binding affinity to human N-terminal His-tagged cIAP1 BIR2-3 C202A/C213G mutant after 60 mins by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(NC(=O)c3ccc(C(=O)N[C@H]4C[C@@H](C(=O)N[C@@H]5CCCc6ccccc65)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C4)cc3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,,,CHEMBL3407443,J Med Chem,2015,"{'bei': '7.22', 'le': None, 'lle': None, 'sei': None}",CHEMBL3339214,,CHEMBL3339214,8.00,0,http://www.openphacts.org/units/Nanomolar,2289678,=,1,1,=,,IC50,nM,,10.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,10.0
,,15205107,[],CHEMBL3411458,Binding affinity to human N-terminal His-tagged cIAP1 BIR2-3 C202A/C213G mutant after 60 mins by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(NC(=O)c3ccc(CCN[C@H]4C[C@@H](C(=O)N[C@@H]5CCCc6ccccc65)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C4)cc3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,,,CHEMBL3407443,J Med Chem,2015,"{'bei': '7.56', 'le': None, 'lle': None, 'sei': None}",CHEMBL3410807,,CHEMBL3410807,8.38,0,http://www.openphacts.org/units/Nanomolar,2289679,=,1,1,=,,IC50,nM,,4.2,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,4.2
,,15205108,[],CHEMBL3411458,Binding affinity to human N-terminal His-tagged cIAP1 BIR2-3 C202A/C213G mutant after 60 mins by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(NC(=O)CCCC(=O)N[C@H]3C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,,,CHEMBL3407443,J Med Chem,2015,"{'bei': '7.89', 'le': None, 'lle': None, 'sei': None}",CHEMBL3410808,,CHEMBL3410808,8.47,0,http://www.openphacts.org/units/Nanomolar,2289680,=,1,1,=,,IC50,nM,,3.4,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,3.4
,,15205109,[],CHEMBL3411458,Binding affinity to human N-terminal His-tagged cIAP1 BIR2-3 C202A/C213G mutant after 60 mins by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1Cc2cc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)N[C@H]3C[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C3)ccc2C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C(C)(C)C,,,CHEMBL3407443,J Med Chem,2015,"{'bei': '6.58', 'le': None, 'lle': None, 'sei': None}",CHEMBL3410809,,CHEMBL3410809,7.77,0,http://www.openphacts.org/units/Nanomolar,2289681,=,1,1,=,,IC50,nM,,17.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,17.0
,,15229439,[],CHEMBL3420986,Inhibition of cIAP1 BIR2-3 (154 to 352 residues) (unknown origin) fluoresceinated dimeric SMAC peptide based fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H]2C[C@H]1C(=O)N[C@@H](Cc1ccc3ccccc3c1)C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)OCc1cn(nn1)[C@H]1C[C@@H](C(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N[C@H](C(=O)O)Cc3ccc(cc3)OCc3cn2nn3)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C2CCCCC2)C1)C1CCCCC1,,,CHEMBL3414571,J Med Chem,2015,"{'bei': '5.23', 'le': None, 'lle': None, 'sei': None}",CHEMBL3414727,,CHEMBL3414727,8.15,0,http://www.openphacts.org/units/Nanomolar,2290125,=,1,1,=,,IC50,nM,,7.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,uM,UO_0000065,,0.007
,,15229440,[],CHEMBL3420986,Inhibition of cIAP1 BIR2-3 (154 to 352 residues) (unknown origin) fluoresceinated dimeric SMAC peptide based fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H]2C[C@H]1C(=O)N[C@@H](Cc1ccc3ccccc3c1)C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)OCc1cn(nn1)[C@H]1C[C@@H](C(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N[C@H](C(=O)O)Cc3ccc(cc3)OCc3cn2nn3)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C1)C(C)(C)C,,,CHEMBL3414571,J Med Chem,2015,"{'bei': '5.51', 'le': None, 'lle': None, 'sei': None}",CHEMBL3414728,,CHEMBL3414728,8.30,0,http://www.openphacts.org/units/Nanomolar,2290126,=,1,1,=,,IC50,nM,,5.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,uM,UO_0000065,,0.005
,,15229441,[],CHEMBL3420986,Inhibition of cIAP1 BIR2-3 (154 to 352 residues) (unknown origin) fluoresceinated dimeric SMAC peptide based fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H]2C[C@H]1C(=O)N[C@@H](Cc1ccc3ccccc3c1)C(=O)N[C@H](C(=O)O)Cc1cn(nn1)[C@H]1C[C@@H](C(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N[C@H](C(=O)O)Cc3cn2nn3)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)C)C1)C(C)C,,,CHEMBL3414571,J Med Chem,2015,"{'bei': '6.74', 'le': None, 'lle': None, 'sei': None}",CHEMBL3414729,,CHEMBL3414729,8.52,0,http://www.openphacts.org/units/Nanomolar,2290127,=,1,1,=,,IC50,nM,,3.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,uM,UO_0000065,,0.003
,,15229442,[],CHEMBL3420985,Inhibition of XIAP BIR2-3 (125 to 356 residues) C202A/C213G mutant (unknown origin) fluoresceinated dimeric SMAC peptide based fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H]2C[C@H]1C(=O)N[C@@H](Cc1ccc3ccccc3c1)C(=O)N[C@H](C(=O)O)Cc1cn(nn1)[C@H]1C[C@@H](C(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N[C@H](C(=O)O)Cc3cn2nn3)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)C)C1)C(C)C,,,CHEMBL3414571,J Med Chem,2015,"{'bei': '6.36', 'le': None, 'lle': None, 'sei': None}",CHEMBL3414729,,CHEMBL3414729,8.05,0,http://www.openphacts.org/units/Nanomolar,2290127,=,1,1,=,,IC50,nM,,9.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,uM,UO_0000065,,0.009
,,15229443,[],CHEMBL3420985,Inhibition of XIAP BIR2-3 (125 to 356 residues) C202A/C213G mutant (unknown origin) fluoresceinated dimeric SMAC peptide based fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H]2C[C@H]1C(=O)N[C@@H](Cc1ccc3ccccc3c1)C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)OCc1cn(nn1)[C@H]1C[C@@H](C(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N[C@H](C(=O)O)Cc3ccc(cc3)OCc3cn2nn3)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)C1)C(C)(C)C,,,CHEMBL3414571,J Med Chem,2015,"{'bei': '5.09', 'le': None, 'lle': None, 'sei': None}",CHEMBL3414728,,CHEMBL3414728,7.66,0,http://www.openphacts.org/units/Nanomolar,2290126,=,1,1,=,,IC50,nM,,22.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,uM,UO_0000065,,0.022
,,15229444,[],CHEMBL3420985,Inhibition of XIAP BIR2-3 (125 to 356 residues) C202A/C213G mutant (unknown origin) fluoresceinated dimeric SMAC peptide based fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H]2C[C@H]1C(=O)N[C@@H](Cc1ccc3ccccc3c1)C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)OCc1cn(nn1)[C@H]1C[C@@H](C(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N[C@H](C(=O)O)Cc3ccc(cc3)OCc3cn2nn3)N(C(=O)[C@@H](NC(=O)[C@H](C)NC)C2CCCCC2)C1)C1CCCCC1,,,CHEMBL3414571,J Med Chem,2015,"{'bei': '4.89', 'le': None, 'lle': None, 'sei': None}",CHEMBL3414727,,CHEMBL3414727,7.62,0,http://www.openphacts.org/units/Nanomolar,2290125,=,1,1,=,,IC50,nM,,24.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,uM,UO_0000065,,0.024
,,15667670,[],CHEMBL3603531,Inhibition of cIAP (unknown origin) assessed as inhibition of cIAP-BIR3 interaction by TR-FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCN(C)C(=O)C4)CC3)cc1)C(=O)C2,,,CHEMBL3600357,J Med Chem,2015,,CHEMBL3601398,CGM-097,CHEMBL3601398,,0,http://www.openphacts.org/units/Nanomolar,2492871,>,1,1,>,,IC50,nM,,50000.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,50000.0
,,15671599,[],CHEMBL3602896,Antagonist activity at cIAP1-BIR3 domain (unknown origin) assessed as inhibition of interaction with SMAC by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@H](NC(=O)[C@H](C)N)C(N)=O,,,CHEMBL3600342,J Med Chem,2015,"{'bei': '24.67', 'le': '0.49', 'lle': '5.66', 'sei': '4.70'}",CHEMBL181785,,CHEMBL181785,4.62,0,http://www.openphacts.org/units/Nanomolar,2492063,=,1,1,=,,IC50,nM,,24000.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,uM,UO_0000065,,24.0
